ulasan bersih,sentimen
mantap,positif
mbanking ribet baru daftar suruh ulang password udah ulang ctg,netral
mudah transaksi,netral
sangat guna,netral
mantap,positif
maju mandiri,netral
amnah,netral
layan offline kasih jam jam cek kala kerja gaji mandiri gua males pakai bank mandiri,netral
baik,positif
kartu atm tidak bisa tarik tunai banking livin kadang gagal kirim saldo muas garagara bikin malu kesal,negatif
aplikasi isi maintenance mulu,netral
mari alih bca mantaince kendala aplikasi bapuk kendala butuh ujung ujung cs mohon maaf ketidaknyamanannya basi,netral
sayang livin klu mlm byk ofline,netral
living tidak bsa buka,netral
stiap subuh ganggu ngirimin anak duit susah bisa tidak ganggu bulan jngan pelihara pelihara bagus jelek,netral
ganggu mulu malam,netral
pokok malam wajib larang aktifitas parah livin mandiri,negatif
,netral
maintenance pp,netral
livin lupa sandi password kasih tau blokir,netral
tolong baik aplikasi livinnyakita transfer biaya adminnya transfer beda rekening biaya adminnya,positif
baik,positif
oke,netral
oke,netral
bisa baik tidak aplikasi inikalau tidak bisa uninstal ajamasak ganguan jam jamsaya transaksi cepat tunda,positif
juni saldo rekening kurang rb lebih rb moga bank mandiri livin ambil langkah cepat perhati khusus korban laku sperti moga langgan hati hati waspada screenshot catat saldo selesai transaksi curi ambil uang rutin spertinya,positif
aplikasi masuk susah kah maintenance gimana kayak gin nasabah bikin kecewa,negatif
livin tidak bisa transfer solusi,negatif
tidak koneksi koneksi bagus,positif
aman transaksi mudah tidak ribet,netral
pelihara tuh jam subuh subuh mah kadang subuh kadang jam malam kadang jam malam urgent pakai livin ehh pelihara males banget pake livin transaksi jd simple hambat,netral
livin ngk bisa masuk,netral
malem ganggu tolong baik bank gedek kek gin,positif
muas transaksi,netral
kali buka livin mandiri gagal mlh muncul tulis ecek inisilah kn coba bolak buka ttp trustolong tingkat kn kwalitas baik,netral
admin livin mandiri tidak bisa login tulis hasil hubung hari transaksi ambil uang tidak bisa tolong bantu baik terimakasih,netral
bagus,positif
aplikasi ribet susah make kasinbintang udah,netral
alhamdulullah livin sdah bsa,netral
mantap administrasi bulan alhamdulillah murah sukses aamiin yra,positif
beli kartu perdana telkomsel sukha livin mandiri uang potong rb kartu tidak komplain cs bilang transaksi sukses tidak tanggung,netral
susah vermukudah kali kali g bisa loginparah,negatif
bismillah moga tabung aman aman amin,netral
kenapasy udah kartu tidak bisa masuk akun tidak bisa losing sy,negatif
sangat puas,positif
minggu aplikasi tidak bisa buka tolong sebab gara tidak bisa buka sya transaksi jdi sulit krna uang smua,negatif
livin payah vermuk tidak bisa ganti hp tidak bisa akses livin developer mes layan csnya mes,negatif
hp zenfone login sulit tampil hasil hubung aplikasi date,netral
login perangkat baru ribetnya ampun banyak kendala tidak hadeuh cabang tawarin mulu pake livin tau ginimah tidak bikin hadeh,netral
pakai livin mandiri trasaksi uang mudah mandiri top,positif
livin henti,netral
aplikasi op lot top livin moga sukses,positif
aneh banget bikin akun tidak valid data masuk dak sesuai kartu rekening gin tolong fitur langsung hubung cs bisa konsultasi,netral
mantap,positif
livin bisa buka pake wifi,netral
ganggu,netral
livin tidak bisa buka,negatif
sampah banget bjirr biaya buat aplikasi korupsi cok,negatif
livin mantul,positif
baru coba make bank mandiri moga muas,netral
aplikasi bagus lebih penting tampil fungsi avatarnya kurang moga baik top ewallet naik turun bca bisa juta mandiri diupdate turun juta date update nama fungsi history transaksi tingkat menu utama mudah akses mudah install ulang aplikasi jgn hrs cabang mandiri bertahuntahun selesai tingkat layan,positif
baik,positif
livin tidak temu komunikasi layan live chat kendala transfer tidak masuk dsb,netral
mudah,netral
keren,netral
good,netral
ksm hilang,netral
tidak bisa buka aplikasi,negatif
sayang,netral
aplikasi mudah transaksi keluh aplikasi livin masuk aplikasi tidak buka task bar sekian terima kasih,netral
topup shopee pay tidak nyampe nyampe buruk,negatif
mantap,positif
mandiri ganggu kah bos,netral
dri kmren daftar livin tidak bisa tros maintenance udah,negatif
bagus nih tingkat layan aplikasi mudah nasabah transaksi n moga mandiri baru layan aman data nasabah,positif
oke,netral
oke,netral
peper sulit app dk bergguna buknyaa mepermudh nasbah mlh sulit,netral
livinby mandiri g bisa buka ylupa katasandi jdi g bisa buka tulis proses,netral
potong total k biaya admin kartu debit k,netral
oy knpa saldo tahan sya tidak angsurn apa dlm mandiri knpa saldo tahan gajelas,netral
mudah giat,netral
parah verifikasi wajah susah banget udah jam melotot kedap kedip gagal tolong baik tidak fitur repot,negatif
aplikasi nggak login susah pin udah pake ngatur jam tanggal otomatis ikutin cuman verif akun google,netral
bank mandiri tahantahan saldo,netral
bagus,positif
top banget,positif
tidak bisa isi saldo girinan tranfer tidak bisa,negatif
lumayan suka pakai aplikasi maintenance tidak selesaiselesai,positif
oke,netral
susah masuk,netral
kelas mandiri sistem jelek banget sumpah top emoney tidak masuk uang ilang gitu nominal rasa mandiri tidak baik kah,positif
vermuknya g bisasmua data baik vermuknya g bs login ulang,positif
tanggal juni livin tidak bisa buka perangkatsudah cs mandiri dekat suruh ganti hp aplikasi masalah koq hp suruh ganti,negatif
selamat pagi livin tidak bisa buka mhon bantuanya terima kasih,negatif
e banking mandiri sya transfer dana tidak bisa nominal bisa transfer nominal,negatif
sangat tidak erti,netral
sangat bagus,positif
suka lot susah buka aplikasi,positif
aplikasi mobile banking ganggu jm mlm smpai harap baik bunga administrasi slalu layan buruk,netral
jam jam tidak bisa pakai transfer tolong baik ganggu sekian terima kasih,netral
ganggu,netral
good joobtop shopee pay tidak hasil tidak saldo langsung,netral
potong tidak udah potong bulan deper potong tidak aneh banget kyak porotin isi potong kjelasan,netral
aplikasi malam,netral
akses jam,netral
saia lupa password tidak bisa login,negatif
menu top ksm,positif
mudah,netral
kak transfer uang dana tulis nomor tidak temu nomor baru mindah aplikasi licin mndiri hp hp baru tolong bahas,netral
susah acc ambil foto selfie mudah,netral
jam gangguanpadahal darurat gabisa pake hadeh,netral
ganggu trusdkit pemeliharan,netral
kacau neh tidak bisa pakai muncul tulis hasil hubung sinyal bagus nonton youtube lancar kenapaa,positif
daftar livin kartu kredit buku rekening,netral
bang tolong akun sya tidak bisa transaksi nama rahmat hidayat,negatif
tidak bisa install tab samsung,negatif
tidak bisa teransaksi bayar tagih livin tidak bisa teransaksi gimana udah uang nyangkut,negatif
tolong baik sistem blokir saldo tidak bisa buka karna tidak kartu bank lansung karna kampung,netral
bank bri transfer mandiri transfer saldo lazada bank mandiri masuk admin lancar kecewa jadi,netral
assalamualaikum mimin tamvan kasih saran tidak beli saham mandiri mudah bajet beli saham langsung lot berat tambah beli crypto bisa beli saham syarat npwp hapus min npwp terimakasih salam ngopi,netral
biar hubung livin gimana verif wajah aplikasi tidak,netral
aplikasi verif selfie wajah sulit disetting rupa,netral
alhamdulillah bagus,positif
rusak kah unistall tidak bisa login,negatif
aplikasi linvin tidak bisa handphone tipe oppo baru beli hp baru,negatif
udah daftar terima rekening rumah lupa kpencet masuk aplnya tidak bisa knpa mhon mudah,negatif
aplikasi mutar verifikasi ktp hasil mlah arah verifikasi ktp uninstal lebih baik kyak,positif
gabisa login tulis layan tidak sedia udah minggu gitu,netral
tidak bisa buka aplikasi livin,negatif
baik,positif
banget trouble sangat sangat sangat recommended,positif
oke oke oke,netral
kali rating buruk verifikasi wajah kedip pakai rapi tidak terima hp bagus jernih tetep gabisa masuk tolong baik susah buka aplikasi livin,positif
suruh selfie udah kali gagal mulu burik kah muka ku,negatif
gabisa login,netral
aplikasi tidak bisa masuk akun livin,negatif
aplikasi bosok,netral
kode atm blokir sangat sangat ribet buka livin blokir,netral
sangat bantu,netral
aplikasi bohonh,netral
jos,netral
nih banget potong adminnya parah sih livin mandiri tidak rekomend banget pake bagus seabank,netral
good,netral
moga cepat respon konfirmasi,positif
tidak bisa isi saldo toko crypto floq pintu bisa bank mandiri ganti bank,negatif
oke mantap,positif
mudah,netral
pek posisi slalu update susah log bubabaran _ smoga solusi sangat sangat tidak bantu bisnis,netral
baik,positif
moga lancar aman,positif
tolong aplikasi dibenerin transfer tidak bisa idiihh,negatif
ribet,netral
transper mudah uang mudah kontrol aduh lot loading tidak kaya bank belah,netral
pngajuan ksm tidak bisa mlz,negatif
livin mandiri q ngk bisa buka,netral
mandiri bagus,positif
tidak bisa padhl udah daftar karna isi saldo gimana masuk aplikasi tidak bisa,negatif
akses sangat mudah,netral
tidak bisa transfer,negatif
awesome,netral
aplikasi saya tidak bisa buka,negatif
aplikasi busuk tidak bisa login hapus aplikasi nggak bisa ngatasin nggak ky bca,negatif
sangat buruk nyaman fitur verifikasi bank langsung layan tidak sedia mohon cabang dekat cabang dekat tidak bisa langsung bank mana hadeuhh semogaa bisa baik yaa,negatif
livin baik bagus suka tidak suka livin tidak bisa buka hp lgsetiap login aplikasi coba hapus data instal ulang tetep hasilnyasudah kirim email tetep tidak bisa,positif
sangat bagus gampang tidak lot belah,positif
identifikasi wajah gagal coba susah daftar livin,negatif
rekening kartu debit blokir tidak bisa akses livinkocak gimana ni aman sistem,negatif
daftar nomor hp kartu debit kirim gmn kk,netral
top markotop,positif
kek gimana si bank mandiri masuk saldo rek langsung potong sampe rb biaya admin biaya admin sampe rb gila banget make bagus tidak potong mohon proses lapor,positif
bagus tawar,positif
aplikasi buruksering ganggu,negatif
buruk sangat aplikasi tidak bisa split verivikasi email terestart aplikasi gimana masuk sampah,negatif
livin blokir telpon nomor castemer servis mandiri padhl pulsa panggil tetep,netral
lebih mantap,positif
kak mohon maaf kendala livin mandiri blokir daftar nomer tidak aktif pergi cs laku ganti nomer bank konfirmasi jam bisa coba stack pemberitahuan layan tidak sedia lebih jam kak mohon bantu,netral
baru masuk login kode otp bisa whatsapp,netral
sangat baik,positif
susah login ganti hp dlltolong mudah baik,positif
masuk tidak bisa suru masuk sandiuda masuk sandi salah uda sandi,negatif
aplikasi bagus banget,positif
malem eror tidak bisa pake urgent sangat rugi,negatif
maintenance tiapp malem amsyong darurat ribett mao transfer gabisa kaco,netral
hari penuh livin g bsa buka ad gmn yaa pdhal prlu banget,netral
min coba baik min tranfer gagal sih bikin kecewa jir,negatif
livin hapus pas donload masuk aplikasi tidak tulis login livin ganggu tolong baik login tidak bisa tolong perbaikin tidak bisa login,netral
duit sendri transfer susah,netral
ganggu,netral
sangat guna,netral
tahan mandiri karna sat set cepat mudah smua transaksi,positif
baik,positif
males kadang jam malam kadang jam sampe jam tidak bisa dipke gimana jalan tidak cash posisi lapar,negatif
livin mandiri baharu meintence,netral
livin ruwet raiso buka notif hp tidak resmi karepe pie,netral
bingung bikin kartu kredit ribet banget daftar data pas notif bingung salah tolong klw kurang atw salah info php donk,netral
jelek banget gagal transaksi pdhl saldo lebih,negatif
perangkat hp compitable pas upgrade hp baru tidak support aplikasi bwt poco f pro,netral
,netral
mantap,positif
bantu,netral
aplikasi henti tidak bisa login tolong baik,netral
tolong baik klau qr saldo jgn,positif
livin tidak bisa lapor kantor cabang tidak atas mhn info bantuanya ttims,negatif
tidak bisa masuk tolong benerin trmksh,negatif
bagus oke banget,positif
oke,netral
livin ku tidak bisa yakeluar menu aplikasi aplikasi mbanking pd bisa hm repot,negatif
aduh aplikasi gajelas banget daftar suruh masukin otp email masuk email bentar eh pas masuk aplikasi livin suruh ngulang aplikasi bentar loh,netral
min masuk aplikasi engga bisa uda uninstal tetep engga bisa hp uda restart tetep engga bisa baru baik aplikasi kah min,positif
tidak bisa login login hp baru,negatif
payah krn hp kluaran tidak bisa pake livin ribet dikit atm udah coba bank suruh upgrade hp hadeuh,negatif
pasword tidak bisa mhn bantu,negatif
donlod aplikasi initapi g bisa buka dateng kkntr langsungtp kesemulamohon jelas,netral
aplikasi livin tidak bisa buka,negatif
livin tidak hubung yah tolong,netral
aneh banget bayar tulis error kuulangin cek catat kali bayar tolong baik,netral
saldo hilang tidak pernak transaksi,netral
buka livin pasword masuk salahkenapa password masuk,netral
baik sangat bantu,positif
tidak guna eror,netral
sangat praktis ekonomis mantap,positif
dev kena reset baru gagal verivikasi wajah,negatif
kendala log notif sendang maintenance masuk kartu data pribadi sesuai identitas saya coba pergi cabang bank mandiri cs akun reset bisa coba masuk livin kendala tolong solusi,netral
sangat kecewa livin tidak bisa buka aneh kantor cabang bwi bisa buka rumah eh tidak bisa buka pakai transaksi livin buruk layan,negatif
mntap,netral
good,netral
g bisa login kartu fisik g nerima,netral
susah pakai livin kendala login privasi aman apa login reset hp,netral
baik,positif
tulis ganggu,netral
oke,netral
pake aplikasi bayar gopay later kendala tagih bayar jatuh tempo pake bca mobile tidak kendala komplain suruh bayar,netral
gbs login anjirrorg butuh banget gbs atm pgn mudah pke livin gbs login skrganeh bet dah,netral
janga donlod livin jelek aplikasi suka eror,netral
,netral
ni buka livin bisa ganggu udah jam,netral
udah lebih gabisa buka akun,netral
baik,positif
banyak baik layan saat butuh desak tidak bisa login banyak baik layan,netral
bagus oke,positif
transfer gagal terang proses lanjut,negatif
kk sya g bsaaktifin livin hp hrs lwat cbang,netral
mantap bagus,positif
makas,netral
ribet banget aplikasi password nggak login nggak bayar va notif pasword sempat coba kali fitur lupa pasword suruh isi data nomor kartu dll ribet banget bisa email kartu g bawa login g bisa useless aplikasi nggak ciri khas aplikasi perintah bumn uiux nggak beres,netral
verygood,netral
livin tidak bida terconnect masuk livin tidak bisaada kendala bisaa gaji masuk kesitu aplikasi tidak bisa dibukaa adaapa livin tidak info apaapa email,negatif
transaksi baik nyaman,positif
aplikasi cari cuan resiko rugi,netral
sangat bantu cepat transaksi,positif
transfer bank permata gagal bank bumn masalah,negatif
tambahin menu kartu kredit atur limit limit belanja transaksi bisa atur atur transaksi tarik tunai atm bisa onoff transaksi online bisa onoff transaksi negri bisa onoff aman lap transaksi mana,netral
sangat bagus,positif
aplikasi taii isi saldo log masuk gg bisa pdahal dpat kartu email,netral
